# Updated on: July 06 2021
# NOTE: short arm = nt 10000-125184587; long arm = nt 143184588-248946422 
gene_num,gene,chr,start,end,arm,type,strand,range_start,range_end
407,SRSF4,1,29147743,29181900,short,gene,minus,29129139,29192656
408,MECR,1,29192657,29230948,short,gene,minus,29181901,29236521
409,PTPRU,1,29236522,29326802,short,gene,plus,29230949,30711276
410,MATN1,1,30711277,30723585,short,gene,minus,29326803,30732468
411,LAPTM5,1,30732469,30757840,short,gene,minus,30723586,30869465
412,SDC3,1,30869466,30909735,short,gene,minus,30757841,30931505
413,PUM1,1,30931506,31065717,short,gene,minus,30909736,31179269
414,NKAIN1,1,31179270,31239887,short,gene,minus,31065718,31259567
415,SNRNP40,1,31259568,31296788,short,gene,minus,31239888,31297031
416,ZCCHC17,1,31297032,31365722,short,gene,plus,31296789,31409776
417,FABP3,1,31359595,31373618,short,gene,minus,31296789,31409776
418,SERINC2,1,31409777,31434678,short,gene,plus,31373619,31576383
419,TINAGL1,1,31576384,31587686,short,gene,plus,31434679,31617688
420,HCRTR1,1,31617689,31632518,short,gene,plus,31587687,31652262
421,PEF1,1,31629866,31644876,short,gene,minus,31587687,31652262
422,COL16A1,1,31652263,31704162,short,gene,minus,31644877,31727104
423,ADGRB2,1,31727105,31764340,short,gene,minus,31704163,31790421
424,SPOCD1,1,31790422,31816022,short,gene,minus,31764341,31906420
425,PTP4A2,1,31906421,31938368,short,gene,minus,31816023,32013867
426,KHDRBS1,1,32013868,32060850,short,gene,plus,31938369,32072030
427,TMEM39B,1,32072031,32102866,short,gene,plus,32060851,32108042
428,KPNA6,1,32108043,32176563,short,gene,plus,32102867,32179668
429,TXLNA,1,32179669,32198285,short,gene,plus,32176564,32200594
430,CCDC28B,1,32200595,32205387,short,gene,plus,32198286,32205670
431,IQCC,1,32205671,32208682,short,gene,plus,32205388,32208812
432,DCDC2B,1,32208813,32216192,short,gene,plus,32208683,32221583
433,TMEM234,1,32204807,32222353,short,gene,minus,32198286,32247221
434,EIF3I,1,32221584,32236170,short,gene,plus,32216193,32247221
435,FAM167B,1,32247222,32248856,short,gene,plus,32236171,32251264
436,LCK,1,32251265,32286165,short,gene,plus,32248857,32292082
437,HDAC1,1,32292083,32333628,short,gene,plus,32286166,32333838
438,MARCKSL1,1,32333839,32336233,short,gene,minus,32333629,32352719
439,FAM229A,1,32361270,32362485,short,gene,minus,32336234,32364632
440,TSSK3,1,32352720,32365265,short,gene,plus,32336234,32465071
441,BSDC1,1,32364633,32394441,short,gene,minus,32362486,32465071
442,ZBTB8B,1,32465072,32496686,short,gene,plus,32394442,32539426
443,ZBTB8A,1,32539427,32605941,short,gene,plus,32496687,32620817
444,ZBTB8OS,1,32620818,32651008,short,gene,minus,32605942,32651207
445,RBBP4,1,32651208,32686211,short,gene,plus,32651009,32741829
446,SYNC,1,32679906,32703596,short,gene,minus,32651009,32741829
447,KIAA1522,1,32741830,32774970,short,gene,plus,32703597,32775237
448,YARS1,1,32775238,32817385,short,gene,minus,32774971,32862267
449,S100PBP,1,32816767,32858879,short,gene,plus,32774971,32862267
450,FNDC5,1,32862268,32872484,short,gene,minus,32858880,32885964
451,HPCA,1,32885965,32894646,short,gene,plus,32872485,32932497
452,TMEM54,1,32894595,32901389,short,gene,minus,32872485,32932497
453,RNF19B,1,32932498,32965266,short,gene,minus,32901390,33007939
454,AK2,1,33007940,33036883,short,gene,minus,32965267,33081151
455,AZIN2,1,33081152,33162288,short,gene,plus,33036884,33256306
456,TRIM62,1,33145399,33184774,short,gene,minus,33036884,33256306
457,ZNF362,1,33256307,33300719,short,gene,plus,33184775,33306765
458,A3GALT2,1,33306766,33321098,short,gene,minus,33300720,33323625
459,PHC2,1,33323626,33431095,short,gene,minus,33321099,33472590
460,ZSCAN20,1,33472591,33504253,short,gene,plus,33431096,33513997
461,HMGB4,1,33860475,33864791,short,gene,plus,33504254,34166992
462,CSMD2,1,33513998,34165842,short,gene,minus,33504254,34166992
463,C1orf94,1,34166993,34219131,short,gene,plus,34165843,34754776
464,GJB5,1,34754777,34758513,short,gene,plus,34219132,34759739
465,GJB4,1,34759740,34762327,short,gene,plus,34758514,34781213
466,GJB3,1,34781214,34786364,short,gene,plus,34762328,34792957
467,GJA4,1,34792958,34795747,short,gene,plus,34786365,34850361
468,SMIM12,1,34850362,34859749,short,gene,minus,34795748,34862119
469,DLGAP3,1,34862120,34929650,short,gene,minus,34859750,34981525
470,TMEM35B,1,34981526,34985347,short,gene,minus,34929651,34986164
471,ZMYM6,1,34986165,35031945,short,gene,minus,34985348,35059785
472,ZMYM1,1,35059786,35116458,short,gene,plus,35031946,35176379
473,SFPQ,1,35176380,35193174,short,gene,minus,35116459,35268693
474,ZMYM4,1,35268694,35422058,short,gene,plus,35193175,35433489
475,KIAA0319L,1,35433490,35557603,short,gene,minus,35422059,35557798
476,NCDN,1,35557799,35566779,short,gene,plus,35557604,35568738
477,TFAP2E,1,35568739,35595591,short,gene,plus,35566780,35599540
478,PSMB2,1,35599541,35641526,short,gene,minus,35595592,35713876
479,C1orf216,1,35713877,35718884,short,gene,minus,35641527,35720212
480,CLSPN,1,35720213,35769985,short,gene,minus,35718885,35807629
481,AGO4,1,35807630,35857890,short,gene,plus,35769986,35869760
482,AGO1,1,35869761,35930532,short,gene,plus,35857891,36084093
483,AGO3,1,35925683,36072500,short,gene,plus,35857891,36084093
484,TEKT2,1,36084094,36088275,short,gene,plus,36072501,36088884
485,ADPRS,1,36088885,36093932,short,gene,plus,36088276,36095238
486,COL8A2,1,36095239,36126207,short,gene,minus,36093933,36136571
487,TRAPPC3,1,36136572,36156053,short,gene,minus,36126208,36156149
488,MAP7D1,1,36156150,36180849,short,gene,plus,36156054,36224428
489,THRAP3,1,36224429,36305357,short,gene,plus,36180850,36306347
490,EVA1B,1,36322030,36324154,short,gene,minus,36305358,36339627
491,SH3D21,1,36306348,36329221,short,gene,plus,36305358,36339627
492,STK40,1,36339628,36385924,short,gene,minus,36329222,36393435
493,LSM10,1,36393436,36397908,short,gene,minus,36385925,36417905
494,OSCP1,1,36417906,36450485,short,gene,minus,36397909,36455717
495,MRPS15,1,36455718,36464384,short,gene,minus,36450486,36466042
496,CSF3R,1,36466043,36483314,short,gene,minus,36464385,36795526
497,GRIK3,1,36795527,37034515,short,gene,minus,36483315,37474517
498,ZC3H12A,1,37474518,37484377,short,gene,plus,37034516,37489992
499,MEAF6,1,37489993,37514766,short,gene,minus,37484378,37534448
500,SNIP1,1,37534449,37554293,short,gene,minus,37514767,37556939
501,DNALI1,1,37556940,37566857,short,gene,plus,37554294,37611349
502,GNL2,1,37566816,37595937,short,gene,minus,37554294,37611349
503,RSPO1,1,37611350,37634906,short,gene,minus,37595938,37681569
504,C1orf109,1,37681570,37692336,short,gene,minus,37634907,37692515
505,CDCA8,1,37692516,37709719,short,gene,plus,37692337,37713887
506,EPHA10,1,37713888,37765120,short,gene,minus,37709720,37793815
507,MANEAL,1,37793816,37801133,short,gene,plus,37765121,37802944
508,YRDC,1,37802945,37808208,short,gene,minus,37801134,37809569
509,C1orf122,1,37807790,37809454,short,gene,plus,37801134,37809569
510,MTF1,1,37809570,37859614,short,gene,minus,37809455,37860696
511,INPP5B,1,37860697,37947095,short,gene,minus,37859615,37956974
512,SF3A3,1,37956975,37990022,short,gene,minus,37947096,37996764
513,FHL3,1,37996765,38005691,short,gene,minus,37990023,38012715
514,UTP11,1,38012716,38024820,short,gene,plus,38005692,38043828
515,POU3F1,1,38043829,38046793,short,gene,minus,38024821,38838197
516,RRAGC,1,38838198,38859772,short,gene,minus,38046794,38862489
517,MYCBP,1,38862490,38873378,short,gene,minus,38859773,38874068
518,GJA9,1,38874069,38881587,short,gene,minus,38873379,38885806
519,RHBDL2,1,38885807,38941830,short,gene,minus,38881588,38991275
520,AKIRIN1,1,38991276,39006059,short,gene,plus,38941831,39026349
521,NDUFS5,1,39026350,39034615,short,gene,plus,39006060,39084166
522,KIAA0754,1,39409073,39416482,short,gene,plus,39034616,39491625
523,MACF1,1,39084167,39487138,short,gene,plus,39034616,39491625
524,BMP8A,1,39491626,39529869,short,gene,plus,39487139,39560815
525,PABPC4,1,39560816,39576790,short,gene,minus,39529870,39623434
526,HEYL,1,39623435,39639643,short,gene,minus,39576791,39651228
527,NT5C1A,1,39651229,39672107,short,gene,minus,39639644,39678647
528,HPCAL4,1,39678648,39691433,short,gene,minus,39672108,39738844
529,PPIE,1,39738845,39765698,short,gene,plus,39691434,39769522
530,OXCT2,1,39769523,39771348,short,gene,minus,39765699,39838109
531,BMP8B,1,39757182,39788865,short,gene,minus,39691434,39838109
532,TRIT1,1,39838110,39883511,short,gene,minus,39788866,39895427
533,MYCL,1,39895428,39901917,short,gene,minus,39883512,39955144
534,MFSD2A,1,39955145,39969956,short,gene,plus,39901918,40040239
535,CAP1,1,40040240,40072648,short,gene,plus,39969957,40161386
536,PPT1,1,40071461,40097252,short,gene,minus,39969957,40161386
537,RLF,1,40161387,40240921,short,gene,plus,40097253,40247936
538,TMCO2,1,40247937,40251684,short,gene,plus,40240922,40258077
539,ZMPSTE24,1,40258078,40294180,short,gene,plus,40251685,40300486
540,COL9A2,1,40300487,40317653,short,gene,minus,40294181,40373671
541,SMAP2,1,40373672,40423326,short,gene,plus,40317654,40450063
542,ZFP69B,1,40450064,40466765,short,gene,plus,40423327,40477219
543,ZFP69,1,40477220,40496343,short,gene,plus,40466766,40508740
544,EXO5,1,40508741,40516050,short,gene,plus,40496344,40531636
545,ZNF684,1,40531637,40548167,short,gene,plus,40516051,40620679
546,RIMS3,1,40620680,40692104,short,gene,minus,40548168,40783786
547,NFYC,1,40691699,40771603,short,gene,plus,40548168,40783786
548,KCNQ4,1,40783787,40840457,short,gene,plus,40771604,40861053
549,CITED4,1,40861054,40862363,short,gene,minus,40840458,40979695
550,CTPS1,1,40979696,41012565,short,gene,plus,40862364,41015596
551,SLFNL1,1,41015597,41024704,short,gene,minus,41012566,41027201
552,SCMH1,1,41027202,41242306,short,gene,minus,41024705,41361433
553,FOXO6,1,41361434,41383590,short,gene,plus,41242307,41478774
554,EDN2,1,41478775,41484699,short,gene,minus,41383591,41506364
555,HIVEP3,1,41506365,42035934,short,gene,minus,41484700,42153409
556,GUCA2B,1,42153410,42155820,short,gene,plus,42035935,42162689
557,GUCA2A,1,42162690,42164745,short,gene,minus,42155821,42176538
558,FOXJ3,1,42176539,42336805,short,gene,minus,42164746,42380791
559,RIMKLA,1,42380792,42425813,short,gene,plus,42336806,42430328
560,ZMYND12,1,42430329,42456022,short,gene,minus,42425814,42456106
561,PPCS,1,42456341,42473417,short,gene,plus,42456023,42657769
562,CCDC30,1,42456107,42657190,short,gene,plus,42456023,42657769
563,PPIH,1,42657770,42681654,short,gene,plus,42657191,42682417
564,YBX1,1,42682418,42703805,short,gene,plus,42681655,42733092
565,CLDN19,1,42733093,42740236,short,gene,minus,42703806,42746373
566,P3H1,1,42746374,42767028,short,gene,minus,42740237,42767248
567,C1orf50,1,42767249,42779491,short,gene,plus,42767029,42784990
568,TMEM269,1,42784991,42800827,short,gene,plus,42779492,42807051
569,SVBP,1,42807052,42817397,short,gene,minus,42800828,42846562
570,ERMAP,1,42817122,42844991,short,gene,plus,42800828,42846562
571,ZNF691,1,42846563,42852477,short,gene,plus,42844992,42925352
572,SLC2A1,1,42925353,42958868,short,gene,minus,42852478,43142958
573,FAM183A,1,43142959,43156396,short,gene,plus,42958869,43164173
574,EBNA1BP2,1,43164174,43172570,short,gene,minus,43156397,43269864
575,CFAP57,1,43172330,43254358,short,gene,plus,43156397,43269864
576,TMEM125,1,43269865,43274002,short,gene,plus,43254359,43281876
577,C1orf210,1,43281877,43285840,short,gene,minus,43274003,43300953
578,TIE1,1,43300954,43323108,short,gene,plus,43285841,43336874
579,MPL,1,43336875,43354466,short,gene,plus,43323109,43358980
580,CDC20,1,43358981,43363203,short,gene,plus,43354467,43363400
581,ELOVL1,1,43363401,43368011,short,gene,minus,43363204,43383916
582,MED8,1,43383917,43389800,short,gene,minus,43368012,43389883
583,HYI,1,43450607,43454241,short,gene,minus,43389801,43522237
584,SZT2,1,43389884,43454247,short,gene,plus,43389801,43522237
585,PTPRF,1,43522238,43623666,short,gene,plus,43454248,43650148
586,KDM4A,1,43650149,43705518,short,gene,plus,43623667,43707464
587,ST3GAL3,1,43707465,43931164,short,gene,plus,43705519,43933800
588,ARTN,1,43933801,43937240,short,gene,plus,43931165,43946851
589,IPO13,1,43946852,43968022,short,gene,plus,43937241,43969996
590,DPH2,1,43969997,43973369,short,gene,plus,43968023,43974959
591,ATP6V0B,1,43974960,43978295,short,gene,plus,43973370,43979209
592,B4GALT2,1,43979210,43991171,short,gene,plus,43978296,43991598
593,CCDC24,1,43991599,43996528,short,gene,plus,43991172,44043926
594,SLC6A9,1,43996483,44031462,short,gene,minus,43991172,44043926
595,KLF17,1,44043927,44135140,short,gene,plus,44031463,44137820
596,KLF18,1,44137821,44141631,short,gene,minus,44135141,44213470
597,DMAP1,1,44213471,44220673,short,gene,plus,44141632,44221069
598,ERI3,1,44221070,44355298,short,gene,minus,44220674,44405159
599,RNF220,1,44405160,44651724,short,gene,plus,44355299,44653246
600,TMEM53,1,44653247,44674481,short,gene,minus,44651725,44674695
601,ARMH1,1,44674696,44725591,short,gene,plus,44674482,44739703
602,KIF2C,1,44739704,44767767,short,gene,plus,44725592,44775539
603,RPS8,1,44775540,44778779,short,gene,plus,44767768,44782144
604,BEST4,1,44782145,44792828,short,gene,minus,44778780,44799951
605,PLK3,1,44799952,44805995,short,gene,plus,44792829,44807441
606,DYNLT4,1,44805893,44807351,short,gene,minus,44792829,44807441
607,BTBD19,1,44807442,44815585,short,gene,plus,44807352,44819844
608,PTCH2,1,44819845,44843253,short,gene,minus,44815586,44850521
609,EIF2B3,1,44850522,44986641,short,gene,minus,44843254,45002546
610,HECTD3,1,45002547,45011324,short,gene,minus,44986642,45012253
611,UROD,1,45012254,45015575,short,gene,plus,45011325,45016398
612,ZSWIM5,1,45016399,45206605,short,gene,minus,45015576,45326894
613,HPDL,1,45326895,45328710,short,gene,plus,45206606,45329241
614,MUTYH,1,45329242,45340447,short,gene,minus,45328711,45343882
615,TOE1,1,45339751,45343973,short,gene,plus,45328711,45493862
616,TESK2,1,45343883,45491163,short,gene,minus,45340448,45493862
617,CCDC163,1,45493863,45500111,short,gene,minus,45491164,45500228
618,MMACHC,1,45500229,45513382,short,gene,plus,45500112,45550778
619,PRDX1,1,45511051,45522890,short,gene,minus,45500112,45550778
620,AKR1A1,1,45550779,45570051,short,gene,plus,45522891,45584040
621,NASP,1,45584041,45618893,short,gene,plus,45570052,45620043
622,CCDC17,1,45620044,45624787,short,gene,minus,45618894,45627303
623,GPBP1L1,1,45627304,45688110,short,gene,minus,45624788,45688180
624,TMEM69,1,45688181,45694438,short,gene,plus,45688111,45786991
625,IPP,1,45694324,45750805,short,gene,minus,45688111,45786991
626,MAST2,1,45786992,46036124,short,gene,plus,45750806,46040139
627,PIK3R3,1,46040140,46174901,short,gene,minus,46036125,46175086
628,P3R3URF,1,46175486,46176488,short,gene,minus,46174902,46188682
629,P3R3URF-PIK3R3,1,46040140,46176488,short,gene,minus,46036125,46188682
630,TSPAN1,1,46175087,46196489,short,gene,plus,46174902,46203333
631,POMGNT1,1,46188683,46220305,short,gene,minus,46176489,46247687
632,LURAP1,1,46203334,46221256,short,gene,plus,46196490,46247687
633,RAD54L,1,46247688,46278477,short,gene,plus,46221257,46303697
634,LRRC41,1,46277462,46303616,short,gene,minus,46221257,46303697
635,UQCRH,1,46303698,46316776,short,gene,plus,46303617,46340806
636,NSUN4,1,46340807,46385199,short,gene,plus,46316777,46394316
637,FAAH,1,46394317,46413845,short,gene,plus,46385200,46489835
638,DMBX1,1,46489836,46516216,short,gene,plus,46413846,46532165
639,TMEM275,1,46532166,46535515,short,gene,minus,46516217,46545640
640,KNCN,1,46545641,46551647,short,gene,minus,46535516,46557406
641,MKNK1,1,46557407,46604311,short,gene,minus,46551648,46607718
642,MOB3C,1,46607719,46616811,short,gene,minus,46604312,46632736
643,ATPAF1,1,46632737,46668557,short,gene,minus,46616812,46668885
644,TEX38,1,46668886,46673601,short,gene,plus,46668558,46675158
645,EFCAB14,1,46675159,46719114,short,gene,minus,46673602,46799045
646,CYP4B1,1,46799046,46819413,short,gene,plus,46719115,46929176
647,CYP4A11,1,46929177,46941476,short,gene,minus,46819414,46961363
648,CYP4X1,1,46961364,47055432,short,gene,plus,46941477,47055524
649,CYP4Z1,1,47055525,47118320,short,gene,plus,47055433,47137440
650,CYP4A22,1,47137441,47149738,short,gene,plus,47118321,47183581
651,PDZK1IP1,1,47183582,47190036,short,gene,minus,47149739,47216289
652,TAL1,1,47216290,47232389,short,gene,minus,47190037,47250138
653,STIL,1,47250139,47314896,short,gene,minus,47232390,47333789
654,CMPK1,1,47333790,47378839,short,gene,plus,47314897,47416284
655,FOXE3,1,47416285,47418052,short,gene,plus,47378840,47438043
656,FOXD2,1,47438044,47440691,short,gene,plus,47418053,47760527
657,TRABD2B,1,47760528,47997385,short,gene,minus,47440692,48221112
658,SLC5A9,1,48221113,48248644,short,gene,plus,47997386,48258642
659,SPATA6,1,48258643,48472204,short,gene,minus,48248645,48520156
660,BEND5,1,48727519,48777489,short,gene,minus,48472205,50048054
661,AGBL4,1,48520157,50023954,short,gene,minus,48472205,50048054
662,ELAVL4,1,50048055,50203772,short,gene,plus,50023955,50417549
663,DMRTA2,1,50417550,50423443,short,gene,minus,50203773,50437027
664,FAF1,1,50437028,50960267,short,gene,minus,50423444,50968705
665,CDKN2C,1,50968706,50974634,short,gene,plus,50960268,51102187
666,C1orf185,1,51102188,51152283,short,gene,plus,50974635,51236272
667,RNF11,1,51236273,51273447,short,gene,plus,51152284,51287257
668,TTC39A,1,51287258,51345116,short,gene,minus,51273448,51354262
669,EPS15,1,51354263,51519275,short,gene,minus,51345117,51617083
670,OSBPL9,1,51617084,51789219,short,gene,plus,51519276,51907955
671,NRDC,1,51789210,51878727,short,gene,minus,51519276,51907955
672,RAB3B,1,51907956,51990700,short,gene,minus,51878728,52020130
673,KTI12,1,52032103,52033810,short,gene,minus,51990701,52056294
674,TXNDC12,1,52020131,52056171,short,gene,minus,51990701,52056294
675,BTF3L4,1,52056295,52090716,short,gene,plus,52056172,52142000
676,ZFYVE9,1,52142001,52348664,short,gene,plus,52090717,52372828
677,CC2D1B,1,52348437,52366291,short,gene,minus,52090717,52372828
678,ORC1,1,52372829,52404446,short,gene,minus,52366292,52404563
679,PRPF38A,1,52404564,52420836,short,gene,plus,52404447,52423274
680,TUT4,1,52423275,52553463,short,gene,minus,52420837,52602370
681,GPX7,1,52602371,52609051,short,gene,plus,52553464,52631437
682,SHISAL2A,1,52631438,52669683,short,gene,plus,52609052,52684448
683,COA7,1,52684449,52698347,short,gene,minus,52669684,52726452
684,ZYG11B,1,52726453,52827336,short,gene,plus,52698348,52842735
685,ZYG11A,1,52842736,52894998,short,gene,plus,52827337,52895909
686,ECHDC2,1,52895910,52927212,short,gene,minus,52894999,52927275
687,SCP2,1,52927276,53051698,short,gene,plus,52927213,53062197
688,PODN,1,53062198,53085502,short,gene,plus,53051699,53087182
689,SLC1A7,1,53087183,53142638,short,gene,minus,53085503,53196823
690,CPT2,1,53196824,53214197,short,gene,plus,53142639,53226899
691,CZIB,1,53214099,53220634,short,gene,minus,53142639,53226899
692,MAGOH,1,53226900,53238518,short,gene,minus,53220635,53242363
693,LRP8,1,53242364,53328070,short,gene,minus,53238519,53459398
694,DMRTB1,1,53459399,53467488,short,gene,plus,53328071,53506236
695,GLIS1,1,53506237,53739171,short,gene,minus,53467489,53765477
696,NDC1,1,53765478,53838296,short,gene,minus,53739172,53851732
697,YIPF1,1,53851733,53889797,short,gene,minus,53838297,53894186
698,DIO1,1,53894187,53911086,short,gene,plus,53889798,53916572
699,HSPB11,1,53916573,53946305,short,gene,minus,53911087,53946349
700,LRRC42,1,53946350,53968168,short,gene,plus,53946306,54007297
701,LDLRAD1,1,54007298,54018186,short,gene,minus,53968169,54026680
702,TMEM59,1,54026681,54053573,short,gene,minus,54018187,54053607
703,TCEANC2,1,54053608,54112520,short,gene,plus,54053574,54132686
704,CDCP2,1,54132687,54153181,short,gene,minus,54112521,54169650
705,CYB5RL,1,54169651,54200030,short,gene,minus,54153182,54200166
706,MRPL37,1,54200167,54225489,short,gene,plus,54200031,54548227
707,SSBP3,1,54225432,54413490,short,gene,minus,54200031,54548227
708,FAM151A,1,54609180,54623527,short,gene,minus,54413491,54641785
709,ACOT11,1,54548228,54639192,short,gene,plus,54413491,54641785
710,MROH7,1,54641786,54710266,short,gene,plus,54639193,54715860
711,TTC4,1,54715861,54742657,short,gene,plus,54710267,54756897
712,PARS2,1,54756898,54764523,short,gene,minus,54742658,54779695
713,TTC22,1,54779696,54802379,short,gene,minus,54764524,54806062
714,LEXM,1,54806063,54842252,short,gene,plus,54802380,54849626
715,DHCR24,1,54849627,54887195,short,gene,minus,54842253,54980613
716,TMEM61,1,54980614,54992293,short,gene,plus,54887196,54998932
717,BSND,1,54998933,55017172,short,gene,plus,54992294,55039547
718,PCSK9,1,55039548,55064852,short,gene,plus,55017173,55066358
719,USP24,1,55066359,55215374,short,gene,minus,55064853,56494760
720,PLPP3,1,56494761,56579563,short,gene,minus,55215375,56645313
721,PRKAA2,1,56645314,56715335,short,gene,plus,56579564,56718788
722,FYB2,1,56718789,56831986,short,gene,minus,56715336,56854795
723,C8A,1,56854796,56918223,short,gene,plus,56831987,56929206
724,C8B,1,56929207,56974383,short,gene,minus,56918224,56994777
725,OMA1,1,58480719,58546726,short,gene,minus,56974384,58575432
726,DAB1,1,56994778,58546726,short,gene,minus,56974384,58575432
727,TACSTD2,1,58575433,58577252,short,gene,minus,58546727,58654738
728,MYSM1,1,58654739,58700091,short,gene,minus,58577253,58780790
729,JUN,1,58780791,58784047,short,gene,minus,58700092,59296404
730,FGGY,1,59296405,59762730,short,gene,plus,58784048,59814921
731,HOOK1,1,59814922,59876370,short,gene,plus,59762731,59893307
732,CYP2J2,1,59893308,59926773,short,gene,minus,59876371,59990393
733,C1orf87,1,59990394,60073770,short,gene,minus,59926774,61077226
734,NFIA,1,61077227,61462788,short,gene,plus,60073771,61681045
735,TM2D1,1,61681046,61725141,short,gene,minus,61462789,61742476
736,PATJ,1,61742477,62163915,short,gene,plus,61725142,62194848
737,L1TD1,1,62194849,62212328,short,gene,plus,62163916,62236164
738,KANK4,1,62236165,62319434,short,gene,minus,62212329,62436394
739,USP1,1,62436395,62451804,short,gene,plus,62319435,62454725
740,ANGPTL3,1,62597520,62606313,short,gene,plus,62451805,62783764
741,DOCK7,1,62454726,62688386,short,gene,minus,62451805,62783764
742,ATG4C,1,62783765,62865516,short,gene,plus,62688387,63322566
743,FOXD3,1,63322567,63325128,short,gene,plus,62865517,63367626
744,ALG6,1,63367627,63438553,short,gene,plus,63325129,63440769
745,ITGB3BP,1,63440770,63529395,short,gene,minus,63438554,63593410
746,EFCAB7,1,63523321,63585401,short,gene,plus,63438554,63593410
747,PGM1,1,63593411,63660245,short,gene,plus,63585402,63774016
748,ROR1,1,63774017,64181498,short,gene,plus,63660246,64202801
749,UBE2U,1,64202802,64267381,short,gene,plus,64181499,64470128
750,CACHD1,1,64470129,64693058,short,gene,plus,64267382,64744978
751,RAVER2,1,64744979,64833411,short,gene,plus,64693059,65147341
752,JAK1,1,64833229,65067746,short,gene,minus,64693059,65147341
753,AK4,1,65147342,65232145,short,gene,plus,65067747,65264748
754,DNAJC6,1,65264749,65415871,short,gene,plus,65232146,65420651
755,LEPROT,1,65420668,65436007,short,gene,plus,65415872,65792509
756,LEPR,1,65420652,65641559,short,gene,plus,65415872,65792509
757,PDE4B,1,65792510,66374579,short,gene,plus,65641560,66533360
758,SGIP1,1,66533361,66751139,short,gene,plus,66374580,66752146
759,DYNLT5,1,66752147,66779051,short,gene,plus,66751140,66797739
760,INSL5,1,66797740,66801276,short,gene,minus,66779052,66812884
761,DNAI4,1,66812885,66924856,short,gene,minus,66801277,66924899
762,MIER1,1,66924900,66988619,short,gene,plus,66924857,66999349
763,SLC35D1,1,66999350,67054423,short,gene,minus,66988620,67092164
764,C1orf141,1,67092165,67141646,short,gene,minus,67054424,67307350
765,IL23R,1,67138639,67259979,short,gene,plus,67054424,67307350
766,IL12RB2,1,67307351,67398724,short,gene,plus,67259980,67407809
767,SERBP1,1,67407810,67430402,short,gene,minus,67398725,67685200
768,GADD45A,1,67685201,67688334,short,gene,plus,67430403,67701474
769,GNG12,1,67701475,67833467,short,gene,minus,67688335,68045961
770,DIRAS3,1,68045962,68050627,short,gene,minus,67833468,68098458
771,WLS,1,68098459,68233018,short,gene,minus,68050628,68428821
772,RPE65,1,68428822,68450322,short,gene,minus,68233019,68474151
773,DEPDC1,1,68474152,68497082,short,gene,minus,68450323,69567921
774,LRRC7,1,69567922,70144364,short,gene,plus,68497083,70144804
775,LRRC40,1,70144805,70205676,short,gene,minus,70144365,70205695
776,SRSF11,1,70205696,70253052,short,gene,plus,70205677,70258998
777,ANKRD13C,1,70258999,70354977,short,gene,minus,70253053,70411267
778,CTH,1,70411268,70441949,short,gene,plus,70354978,70852357
779,PTGER3,1,70852358,71047816,short,gene,minus,70441950,71063290
780,ZRANB2,1,71063291,71081035,short,gene,minus,71047817,71395942
781,NEGR1,1,71395943,72282539,short,gene,minus,71081036,74026014
782,LRRIQ3,1,74026015,74198201,short,gene,minus,72282540,74198241
783,FPGT,1,74198242,74208702,short,gene,plus,74198202,74235386
784,LRRC53,1,74468980,74540227,short,gene,minus,74208703,74568112
785,FPGT-TNNI3K,1,74198242,74544428,short,gene,plus,74198202,74568112
786,TNNI3K,1,74235387,74544428,short,gene,plus,74208703,74568112
787,ERICH3,1,74568113,74674343,short,gene,minus,74544429,74705469
788,CRYZ,1,74705470,74733115,short,gene,minus,74674344,74733151
789,TYW3,1,74733152,74766677,short,gene,plus,74733116,75128433
790,LHX8,1,75128434,75199454,short,gene,plus,74766678,75202128
791,SLC44A5,1,75202129,75724261,short,gene,minus,75199455,75724708
792,ACADM,1,75724709,75763679,short,gene,plus,75724262,75786193
793,RABGGTB,1,75786194,75795090,short,gene,plus,75763680,75796881
794,MSH4,1,75796882,75913242,short,gene,plus,75795091,75918872
795,ASB17,1,75918873,75937625,short,gene,minus,75913243,76074733
796,ST6GALNAC3,1,76074734,76637339,short,gene,plus,75937626,76867448
797,ST6GALNAC5,1,76867449,77069167,short,gene,plus,76637340,77088988
798,PIGK,1,77088989,77219430,short,gene,minus,77069168,77281907
799,AK5,1,77281908,77559966,short,gene,plus,77219431,77561525
800,ZZZ3,1,77561526,77683440,short,gene,minus,77559967,77695986
801,USP33,1,77695987,77759852,short,gene,minus,77683441,77779648
802,MIGA1,1,77779649,77879540,short,gene,plus,77759853,77888527
803,NEXN,1,77888528,77948643,short,gene,plus,77879541,77979174
804,FUBP1,1,77944055,77979435,short,gene,minus,77879541,78044969
805,DNAJB4,1,77979175,78017964,short,gene,plus,77948644,78044969
806,GIPC2,1,78044970,78138444,short,gene,plus,78017965,78490973
807,PTGFR,1,78490974,78540701,short,gene,plus,78138445,78620411
808,IFI44L,1,78620412,78646145,short,gene,plus,78540702,78648942
809,IFI44,1,78648943,78664078,short,gene,plus,78646146,78889763
810,ADGRL4,1,78889764,79006730,short,gene,minus,78664079,81306103
811,ADGRL2,1,81306104,81993932,short,gene,plus,79006731,83865020
812,TTLL7,1,83865021,83999141,short,gene,minus,81993933,84078078
813,PRKACB,1,84078079,84238498,short,gene,plus,83999142,84298537
814,SAMD13,1,84298538,84350798,short,gene,plus,84238499,84398483
815,DNASE2B,1,84398484,84415895,short,gene,plus,84350799,84479265
